iter	Logloss
0	0.3480328619
1	0.1890046093
2	0.09930842426
3	0.05407051388
4	0.03182701056
5	0.02005250207
6	0.01355254994
7	0.009826164531
8	0.007517399781
9	0.006107574762
10	0.005159043374
11	0.004473983058
12	0.003968006505
13	0.00361909128
14	0.003367982457
15	0.00319361007
16	0.003065478842
17	0.002976761154
18	0.002872014854
19	0.002799321229
20	0.002741430994
21	0.002683723203
22	0.002647649797
23	0.002618558021
24	0.00259634436
25	0.002555531915
26	0.002507263725
27	0.0024534897
28	0.002426297494
29	0.002403570551
30	0.002369016018
31	0.002349927355
32	0.002338594468
33	0.002302137551
34	0.002283749761
35	0.002244334194
36	0.002230624191
37	0.002216234059
38	0.002190267515
39	0.002176233362
40	0.002161134692
41	0.002136740453
42	0.002109171648
43	0.002099664708
44	0.002095670736
45	0.002089549796
46	0.002073092684
47	0.002061961471
48	0.002055309499
49	0.002048103217
50	0.002038301902
51	0.002031381824
52	0.002001376339
53	0.001992399754
54	0.001983619098
55	0.001969914954
56	0.00196031004
57	0.001949432145
58	0.001944234016
59	0.001929923473
60	0.001922441616
61	0.001915358205
62	0.001905237145
63	0.001898715144
64	0.001894656997
65	0.001888530182
66	0.00187066404
67	0.001864455555
68	0.001861307927
69	0.001844213874
70	0.001838974704
71	0.001822145585
72	0.001813927282
73	0.001808128959
74	0.001803630562
75	0.00177911172
76	0.001772257769
77	0.00176694607
78	0.001746573105
79	0.001738693795
80	0.00172092894
81	0.001712066695
82	0.001706751546
83	0.001702372526
84	0.001697913613
85	0.001689381988
86	0.001680901137
87	0.001673448394
88	0.001665504895
89	0.001651792804
90	0.001645299674
91	0.00164069909
92	0.001627516819
93	0.001623178979
94	0.001615754913
95	0.001612099169
96	0.001607518343
97	0.001600186858
98	0.001591600633
99	0.001584373127
100	0.001575321845
101	0.00156604547
102	0.001556358445
103	0.001552765831
104	0.001535647089
105	0.001515191497
106	0.001510075516
107	0.001500925051
108	0.00148738639
109	0.001478924274
110	0.001466333828
111	0.001454718591
112	0.001447602927
113	0.001439934552
114	0.001435525922
115	0.001430254867
116	0.001414335619
117	0.001408870655
118	0.001397928134
119	0.001393783624
120	0.001384599965
121	0.001381768996
122	0.001373352381
123	0.001371036553
124	0.001359758573
125	0.001356327626
126	0.001353695283
127	0.001350761248
128	0.001342591483
129	0.001337328385
130	0.001332006606
131	0.001326662973
132	0.001324874417
133	0.001318505622
134	0.001310161416
135	0.001304235088
136	0.001296095387
137	0.001292963362
138	0.001290056334
139	0.001287326514
140	0.001283915146
141	0.001281777989
142	0.00127670064
143	0.001273849834
144	0.001272501626
145	0.001268808885
146	0.001264327848
147	0.00126348726
148	0.001260659871
149	0.001257833296
150	0.001255878182
151	0.001250811647
152	0.001246865068
153	0.001245832131
154	0.001243384495
155	0.001240806548
156	0.001238430991
157	0.001235623967
158	0.001234914501
159	0.001231257454
160	0.001229356225
161	0.001226512997
162	0.001225478969
163	0.00122305445
164	0.001220450737
165	0.001218194578
166	0.001211037938
167	0.001208545138
168	0.001206199483
169	0.001205490338
170	0.00120374895
171	0.001201489949
172	0.001199678032
173	0.001198988214
174	0.001195846603
175	0.001191076704
176	0.001189164725
177	0.0011817213
178	0.001180104277
179	0.001176293403
180	0.001175685495
181	0.001171504836
182	0.001169470836
183	0.001168039075
184	0.001154686296
185	0.001144002009
186	0.001141876343
187	0.001137108199
188	0.00113548715
189	0.001134034812
190	0.001132168367
191	0.001128784209
192	0.001123544597
193	0.001121670186
194	0.001120101156
195	0.001118735956
196	0.001117106039
197	0.001115381133
198	0.001111462222
199	0.00111021689
200	0.001108291819
201	0.001106685268
202	0.001106165552
203	0.001102932375
204	0.001100621074
205	0.001098578043
206	0.001093490254
207	0.001090803156
208	0.001087630526
209	0.001085517706
210	0.001083838899
211	0.001077618611
212	0.001074382986
213	0.001072867664
214	0.00106991679
215	0.001062229593
216	0.001056423268
217	0.001053411376
218	0.001052004018
219	0.001045771269
220	0.001044785888
221	0.001041783269
222	0.00103865914
223	0.001036380961
224	0.001033576124
225	0.0010305565
226	0.001027195326
227	0.001024826197
228	0.001021611396
229	0.001020079414
230	0.001017486181
231	0.001016576049
232	0.001014195245
233	0.001011437949
234	0.00100847148
235	0.001005564752
236	0.001000647917
237	0.0009984977148
238	0.0009949696654
239	0.0009941497275
240	0.0009925611838
241	0.0009904839681
242	0.0009851990785
243	0.0009817300289
244	0.0009795046162
245	0.0009712632947
246	0.0009700288481
247	0.0009684542207
248	0.0009623486346
249	0.0009560860527
250	0.0009501656825
251	0.0009492107665
252	0.000944533208
253	0.0009426206198
254	0.0009395118071
255	0.000936973446
256	0.0009351394038
257	0.0009332380035
258	0.0009315476685
259	0.0009284456348
260	0.0009275114367
261	0.0009253931698
262	0.0009234008472
263	0.0009207974499
264	0.0009201314963
265	0.0009188433862
266	0.0009177692894
267	0.0009118797253
268	0.0009100800454
269	0.000908922345
270	0.0009042731989
271	0.0009012819953
272	0.0008993687798
273	0.0008958466665
274	0.0008907376799
275	0.0008867776574
276	0.0008856585318
277	0.0008838010487
278	0.0008822205257
279	0.000879982568
280	0.0008784889317
281	0.0008779256516
282	0.0008754923548
283	0.0008718045956
284	0.0008691844574
285	0.0008657262957
286	0.0008625177035
287	0.0008587060015
288	0.000853335524
289	0.0008515572794
290	0.0008501592402
291	0.0008459030819
292	0.0008443708964
293	0.0008430973745
294	0.0008404475062
295	0.0008389221931
296	0.0008377202734
297	0.0008347540999
298	0.000828183127
299	0.0008272632991
300	0.0008236290792
301	0.0008219986627
302	0.0008185013225
303	0.0008161562971
304	0.0008146785606
305	0.0008132505626
306	0.0008118253027
307	0.0008088230672
308	0.0008061598857
309	0.000801502899
310	0.0007975907865
311	0.0007967840053
312	0.0007949891001
313	0.0007922655632
314	0.0007900693228
315	0.0007880388142
316	0.0007849551642
317	0.0007836003351
318	0.0007797005236
